course,id,title,domain_label,reference_contribution,reference_confidence,reference_confidence_score,evidence_level,url
Amazon Marca Registrada,777,7. Requisitos para Vender en Amazon USA desde otros países,Revisión legal y fiscal,"Podría orientar preguntas y documentos para un profesional sobre venta transfronteriza a Estados Unidos, verificando los requisitos vigentes.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/777
Amazon Marca Registrada,776,8. Vender en Amazon Mexico,Tienda y catálogo,Podría servir como referencia inicial para ubicar necesidades de venta en Amazon México sin asumir reglas operativas actuales.,INFERRED,0.71,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/776
Amazon Marca Registrada,784,1. ¿Cuánto dinero necesito para vender por Amazon?,Costos y rentabilidad,"Podría apoyar una estimación de inversión inicial con costos declarados y supuestos explícitos, sin recomendar montos universales.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/784
Amazon Marca Registrada,782,2. Buybox que es y como funciona,Conversación y conversión,"Podría orientar preguntas de diagnóstico sobre la Buy Box, sin asumir criterios actuales ni garantizar visibilidad de oferta.",INFERRED,0.77,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/782
Amazon Marca Registrada,783,3. Formas para adquirir productos para vender en amazon,Proveedores e importación,Podría ayudar a comparar alternativas de abastecimiento para Amazon y registrar evidencia faltante de cada proveedor considerado.,INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/783
Amazon Marca Registrada,785,4. Modelos logísticos FBA y FBM,Inventario y logística,"Podría apoyar una comparación preliminar de FBA y FBM según recursos, inventario y responsabilidades confirmadas del miembro.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/785
Amazon Marca Registrada,786,1. Registro y creación de cuenta de vendedor en Amazon,Tienda y catálogo,"Podría orientar un checklist de preparación de cuenta de vendedor, sin solicitar credenciales ni completar registros por el miembro.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/786
Amazon Marca Registrada,787,2. Cuenta Payonner,Costos y rentabilidad,"Podría ayudar a identificar dudas sobre una cuenta de cobro internacional, sin abrirla ni manejar información bancaria sensible.",INFERRED,0.7,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/787
Amazon Marca Registrada,789,3. Registro de marca en Brand Registry,Revisión legal y fiscal,"Podría apoyar preguntas y revisión documental para Brand Registry con un profesional, sin afirmar elegibilidad ni sustituir asesoría de marcas.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/789
Amazon Marca Registrada,790,4. Posibles estructuras legales para vender en México y USA,Revisión legal y fiscal,Podría orientar una lista de preguntas sobre estructuras jurídicas en México y Estados Unidos para evaluación legal y fiscal profesional.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/790
Amazon Marca Registrada,791,5. Principales tarifas y comisiones de Amazon,Costos y rentabilidad,"Podría apoyar una hoja de costos de Amazon con tarifas verificadas externamente, sin tratar cifras del curso como actuales.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/791
Amazon Marca Registrada,792,6. Abrir casos en el soporte de Amazon,Atención y posventa,"Podría ayudar a organizar evidencia y redactar un borrador para soporte de Amazon, dejando el envío al titular.",INFERRED,0.77,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/792
Amazon Marca Registrada,811,1. Búsqueda de proveedores en China,Proveedores e importación,"Podría orientar criterios de búsqueda y una ficha comparativa de proveedores chinos, manteniendo verificación comercial y escalamiento de riesgos.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/811
Amazon Marca Registrada,812,2. Búsqueda de Proveedores en Alibaba,Proveedores e importación,"Podría apoyar preguntas de evaluación de proveedores en Alibaba sin asumir reputación, disponibilidad o condiciones comerciales no comprobadas.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/812
Amazon Marca Registrada,813,3. INCOTERMS,Proveedores e importación,"Podría orientar preguntas sobre reparto de costos y responsabilidades para un especialista, sin interpretar contratos o reglas comerciales vigentes.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/813
Amazon Marca Registrada,814,4. Negociación con proveedores,Proveedores e importación,"Podría apoyar un borrador de preguntas y comparación de condiciones negociables, sin contactar proveedores ni comprometer pedidos.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/814
Amazon Marca Registrada,815,5. Las muestras y control de calidad,Proveedores e importación,Podría orientar un checklist de evaluación de muestras y evidencia de calidad antes de considerar un pedido mayor.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/815
Amazon Marca Registrada,816,6. Certificaciones y normas de los productos,Revisión legal y fiscal,"Podría apoyar la recopilación de certificaciones y preguntas de conformidad para revisión profesional, sin certificar cumplimiento normativo.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/816
Amazon Marca Registrada,817,7. Pagos a proveedores,Proveedores e importación,"Podría orientar preguntas sobre condiciones de pago y evidencia contractual, sin ejecutar transferencias ni recomendar métodos no verificados.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/817
Amazon Marca Registrada,818,8. Búsqueda de proveedores en Mexico,Proveedores e importación,"Podría apoyar una comparación de proveedores mexicanos con criterios de evidencia y disponibilidad, sin validar empresas desde el título.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/818
Amazon Marca Registrada,819,9. Los Códigos de barras,Inventario y logística,Podría orientar una revisión de identificadores de producto y dudas de trazabilidad antes de preparar inventario para Amazon.,INFERRED,0.77,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/819
Amazon Marca Registrada,820,10. Etiquetado de tus productos,Inventario y logística,"Podría apoyar un checklist de información de etiquetado, escalando requisitos regulatorios y verificando exigencias actuales antes de imprimir.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/820
Amazon Marca Registrada,821,11. El transporte para tus productos,Inventario y logística,"Podría ayudar a comparar alternativas de transporte con tiempos y costos confirmados, sin reservar envíos ni prometer entregas.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/821
Amazon Marca Registrada,822,12. Envía tus productos a los almacenes de Amazon,Inventario y logística,"Podría orientar la preparación de inventario y preguntas de recepción en almacenes Amazon, sin crear envíos operativos.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/822
Amazon Marca Registrada,823,1.¿Que son las palabras Clave?,Tienda y catálogo,"Podría contextualizar palabras clave como referencia para organizar información de una ficha, sin atribuir reglas específicas de posicionamiento.",INFERRED,0.76,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/823
Amazon Marca Registrada,824,2. Búsqueda de palabras clave,Tienda y catálogo,Podría apoyar un listado de términos relevantes para el producto que necesite contrastarse con datos de búsqueda reales.,INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/824
Amazon Marca Registrada,825,"3. Estrategias de Optimización de títulos, descripciones y palabra clave",Tienda y catálogo,Podría orientar la revisión de títulos y descripciones de fichas con términos relevantes y características verificadas del producto.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/825
Amazon Marca Registrada,826,4. Optimización de imágenes para listado,Contenido y creatividad,"Podría apoyar un brief fotográfico y checklist de imágenes para listado, sin asumir requisitos vigentes ni manipular características.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/826
Amazon Marca Registrada,827,5. Creación de un listado de producto optimizado,Tienda y catálogo,Podría ayudar a preparar una ficha estructurada y revisar información faltante antes de que el miembro publique su producto.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/827
Amazon Marca Registrada,853,6. Creación de un listado de productos con variantes,Tienda y catálogo,"Podría orientar una tabla de variantes y atributos confirmados para preparar el catálogo, sin modificar relaciones en Amazon.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/853
Amazon Marca Registrada,828,7.Uso de Fiverr para vender en Amazon,Servicios y especialización,"Podría apoyar un brief para contratar servicios relacionados con Amazon, comparando alcance y evidencia sin contratar por el miembro.",INFERRED,0.76,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/828
Amazon Marca Registrada,829,8. Creación de contenido A+,Contenido y creatividad,"Podría orientar un esquema de contenido A+ con mensajes y recursos propios, sujeto a requisitos actuales y revisión humana.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/829
Amazon Marca Registrada,793,1. Identificación de categorías y productos rentables,Producto y validación,"Podría apoyar criterios de exploración de categorías y productos, sin afirmar rentabilidad antes de obtener evidencia de costos y demanda.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/793
Amazon Marca Registrada,794,2. Categorías NO recomendadas para iniciar a vender,Producto y validación,"Podría orientar preguntas sobre riesgos de categorías para principiantes, sin inventar una lista de exclusiones ni tomarla como vigente.",INFERRED,0.76,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/794
Amazon Marca Registrada,795,3. Política de propiedad intelectual de Amazon,Revisión legal y fiscal,Podría ayudar a identificar dudas de propiedad intelectual para revisión profesional y consulta de políticas actuales de Amazon.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/795
Amazon Marca Registrada,796,4. Cómo saber si un producto tiene patente,Revisión legal y fiscal,"Podría orientar preparación de referencias y preguntas de patente para un especialista, sin concluir libertad de operación.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/796
Amazon Marca Registrada,797,5. Estrategias para encontrar categorías y productos rentables sin herramientas,Producto y validación,"Podría apoyar una investigación preliminar sin herramientas pagadas, registrando hipótesis y límites sin prometer identificación de productos rentables.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/797
Amazon Marca Registrada,798,6. Estrategias para encontrar categorías y productos rentables con herramientas,Producto y validación,"Podría orientar una ficha de investigación asistida por herramientas, distinguiendo estimaciones externas de evidencia propia de demanda.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/798
Amazon Marca Registrada,799,7. Análisis de la demanda,Producto y validación,Podría ayudar a formular preguntas sobre demanda y datos necesarios para validar interés real antes de invertir.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/799
Amazon Marca Registrada,800,8. Análisis de la Oferta,Producto y validación,Podría orientar una comparación de oferta competidora y vacíos de evidencia que condicionen la selección de un producto.,INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/800
Amazon Marca Registrada,806,9. Check List de producto ganador,Producto y validación,Podría servir como referencia de criterios de validación; el título no prueba un checklist adjunto ni productos ganadores garantizados.,INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/806
Amazon Marca Registrada,852,10.Extensiones de Chrome para búsqueda de productos,Producto y validación,"Podría orientar preguntas sobre datos de extensiones de investigación, verificando permisos, actualidad y limitaciones antes de utilizarlas.",INFERRED,0.77,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/852
Amazon Marca Registrada,807,11. Caso práctico búsqueda de producto con herramientas de pago,Producto y validación,"Podría aportar una referencia de investigación con herramientas pagadas, sin asumir acceso incluido ni extrapolar resultados del ejemplo.",INFERRED,0.77,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/807
Amazon Marca Registrada,808,12. Oportunity Finder Jungle Scout,Producto y validación,"Podría orientar preguntas de exploración con Jungle Scout, contrastando estimaciones y disponibilidad actual de funciones antes de recomendarlo.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/808
Amazon Marca Registrada,809,13. Diferenciar tu producto,Marca y propuesta de valor,"Podría apoyar un borrador de diferenciadores fundamentados en características verificadas y necesidades del cliente, evitando ventajas inventadas.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/809
Amazon Marca Registrada,810,14. Rentabilidad de Productos,Costos y rentabilidad,"Podría orientar una estimación de margen por producto con costos completos y supuestos explícitos, sin garantizar rentabilidad.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/810
Amazon Marca Registrada,830,9. Creación de Brand Store,Tienda y catálogo,"Podría ayudar a bosquejar estructura de tienda de marca y activos necesarios, dejando configuración y publicación al miembro.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/830
Amazon Marca Registrada,837,1. Introduccion a Amazon PPC,Publicidad y experimentos,Podría orientar conceptos iniciales para un brief publicitario en Amazon sin activar campañas ni tratar recomendaciones históricas como actuales.,INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/837
Amazon Marca Registrada,838,"2. Estrategias de publicidad: Sponsored Products, Sponsored Brands y Sponsored Display",Publicidad y experimentos,"Podría apoyar una comparación de formatos Sponsored Products, Brands y Display según objetivo, sujeta a disponibilidad y requisitos vigentes.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/838
Amazon Marca Registrada,839,3. Estructura de Campañas,Publicidad y experimentos,Podría orientar un borrador de organización de campañas con objetivos y criterios de medición antes de cualquier activación.,INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/839
Amazon Marca Registrada,840,4. Principales Métricas en Amazon PPC,Medición y diagnóstico,"Podría ayudar a preparar una revisión de indicadores PPC con datos aportados, separando resultados observados y decisiones pendientes.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/840
Amazon Marca Registrada,841,5. Estrategia básica de campañas publicitarias en lanzamiento,Publicidad y experimentos,"Podría orientar hipótesis de prueba publicitaria para un lanzamiento, sin inferir presupuestos, secuencias o resultados garantizados.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/841
Amazon Marca Registrada,842,6. Campaña Automatica,Publicidad y experimentos,"Podría apoyar preguntas sobre campañas automáticas y sus criterios de revisión, sin crear campañas ni asignar gasto.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/842
Amazon Marca Registrada,843,7. Análisis y selección de palabras claves para campañas publicitarias,Publicidad y experimentos,"Podría ayudar a preparar una selección preliminar de términos para probar, contrastándola con producto y datos publicitarios disponibles.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/843
Amazon Marca Registrada,844,8. Coincidencias de palabras clave,Publicidad y experimentos,"Podría orientar una comparación de tipos de coincidencia para un experimento, sin asumir definiciones o comportamientos vigentes.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/844
Amazon Marca Registrada,845,9. Crear una campaña manual de palabras clave,Publicidad y experimentos,"Podría apoyar un borrador de campaña manual por palabras clave, manteniendo aprobación, presupuesto y activación bajo control humano.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/845
Amazon Marca Registrada,854,10. Como crear una campaña manual de categorías y ASINs,Publicidad y experimentos,"Podría orientar una hipótesis de segmentación por categorías y ASINs, con verificación de pertinencia antes de plantear pruebas.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/854
Amazon Marca Registrada,846,11. Creación de Campañas de Sponsored Brands,Publicidad y experimentos,Podría ayudar a preparar objetivos y activos para una propuesta de Sponsored Brands sin operar la cuenta publicitaria.,INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/846
Amazon Marca Registrada,847,12. Creación de campañas de Sponsored Display,Publicidad y experimentos,"Podría apoyar un brief de Sponsored Display y criterios de evaluación, sujeto a requisitos actuales y aprobación del miembro.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/847
Amazon Marca Registrada,848,13. Optimización manual de campañas publicitarias,Medición y diagnóstico,"Podría orientar una revisión de campañas manuales con evidencia de rendimiento, proponiendo hipótesis sin cambiar pujas ni presupuestos.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/848
Amazon Marca Registrada,849,14. Optimización de campañas automaticas,Medición y diagnóstico,"Podría ayudar a organizar hallazgos de campañas automáticas para revisión humana, sin aplicar reglas de optimización no verificadas.",INFERRED,0.78,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/849
Amazon Marca Registrada,850,15. Optimización de campañas publicitarias con reporte publicitario,Medición y diagnóstico,"Podría apoyar un diagnóstico basado en reportes publicitarios aportados, documentando datos faltantes y decisiones sujetas a validación.",INFERRED,0.8,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/850
Amazon Marca Registrada,832,1. Etapa Honey Moon,Orientación y ruta académica,La expresión Honey Moon no define un mecanismo verificable; se requiere contexto para vincularla responsablemente con el lanzamiento.,AMBIGUOUS,0.28,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/832
Amazon Marca Registrada,833,2. Estrategia de Lanzamiento,Conversación y conversión,"Podría orientar un borrador de preparación del lanzamiento con oferta y evidencia requeridas, sin asumir una secuencia específica.",INFERRED,0.76,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/833
Amazon Marca Registrada,834,3. Creación de cupones y ofertas,Conversación y conversión,"Podría apoyar hipótesis de cupones y ofertas revisando condiciones y costos, sin publicarlos ni prometer conversión adicional.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/834
Amazon Marca Registrada,835,4. Estrategia del Breakeven,Costos y rentabilidad,"Podría ayudar a estimar punto de equilibrio con datos del miembro y supuestos explícitos, sin recomendar inversión definitiva.",INFERRED,0.79,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/835
Amazon Marca Registrada,836,5. Estrategia de Rentabilidad,Costos y rentabilidad,"Podría orientar escenarios de margen y preguntas de sostenibilidad económica, sin tratar la rentabilidad como un resultado asegurado.",INFERRED,0.76,LOCAL_ASR,https://www.beglobalpro.org/cursos/contenido/6f8454a9-1655-4cac-832d-545af437957b/836
Dropshipping Manager,860,Bienvenida a Be Global Pro.,Orientación y ruta académica,"La bienvenida identifica el punto inicial del recorrido, pero no describe una materia suficiente para proponer una tarea específica.",AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/860
Dropshipping Manager,726,¿Que es be global pro y como nace?,Orientación y ruta académica,"Podría aportar una referencia sobre identidad y origen de Be Global Pro, sin inferir hitos o afirmaciones institucionales.",INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/726
Dropshipping Manager,728,Valores y forma de trabajo de la empresa,Orientación y ruta académica,"Podría orientar preguntas sobre valores y dinámica de trabajo, pendientes de contrastar con documentación corporativa aprobada.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/728
Dropshipping Manager,729,¿Como funciona la plataforma de be global pro?,Orientación y ruta académica,"Podría ayudar a ubicar recursos y preguntas de navegación en Be Global Pro, sin acceso administrativo del agente.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/729
Dropshipping Manager,730,Envíos y Garantías,Atención y posventa,"Podría apoyar una lista de dudas de entrega y garantías para el equipo, sin inventar políticas ni resolver reclamaciones.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/730
Dropshipping Manager,731,Propósito del curso dropshipping manager,Orientación y ruta académica,"Podría orientar la elección del curso según objetivo del miembro, sin asumir competencias o certificaciones obtenidas al finalizar.",INFERRED,0.67,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/731
Dropshipping Manager,732,"1.-¿Que es el ecommerce, dropshipping y como funciona?",Orientación y ruta académica,"Podría ayudar a contextualizar ecommerce y dropshipping antes de elegir una misión, diferenciando modelo comercial y tareas pendientes.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/732
Dropshipping Manager,733,2.-Ventajas y desventajas del modelo de negocio,Producto y validación,"Podría orientar una comparación de beneficios y riesgos del dropshipping según recursos reales, sin afirmar viabilidad para todos.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/733
Dropshipping Manager,734,3.- Canales de trafico en el ecommerce y como funcionan,Publicidad y experimentos,Podría ayudar a distinguir fuentes de visitantes y formular una hipótesis de adquisición acorde al tiempo disponible.,INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/734
Dropshipping Manager,735,4.- Canales de venta en el ecommerce y como funcionan,Conversación y conversión,Podría apoyar una comparación de canales para cerrar compras según producto y preferencias verificadas de los clientes.,INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/735
Dropshipping Manager,736,5.- Fórmula del crecimiento para tu negocio digital,Medición y diagnóstico,"Podría orientar preguntas sobre variables de crecimiento del negocio, sin inventar la fórmula ni prometer resultados al aplicarla.",INFERRED,0.66,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/736
Dropshipping Manager,737,1.- Identificación del publico objetivo y nicho de mercado,Producto y validación,Podría apoyar una hipótesis de público y nicho acompañada de preguntas de validación antes de seleccionar productos.,INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/737
Dropshipping Manager,738,2.- Producto Estrella,Producto y validación,"Podría orientar criterios para priorizar un producto principal, sin asumir que la etiqueta estrella acredita demanda o ganancias.",INFERRED,0.69,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/738
Dropshipping Manager,739,3.- Selección de productos para tu tienda en linea,Producto y validación,"Podría ayudar a construir una selección inicial de catálogo basada en audiencia, abastecimiento y evidencia de interés.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/739
Dropshipping Manager,740,4.- Como definir los costos de los productos que elegiste,Costos y rentabilidad,Podría apoyar una hoja de costos por producto con información del miembro y supuestos visibles antes de fijar precios.,INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/740
Dropshipping Manager,741,5.- Factores a considerar para elegir un nombre,Marca y propuesta de valor,"Podría orientar criterios para comparar nombres del negocio según identidad y claridad, pendientes de revisión legal y disponibilidad.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/741
Dropshipping Manager,742,6.- Técnicas de generación de ideas para nombres,Marca y propuesta de valor,"Podría apoyar un borrador de alternativas de nombre para revisar con el miembro, sin atribuir técnicas concretas al docente.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/742
Dropshipping Manager,743,"7.- Revisar disponibilidad del nombre en redes sociales, dominio e IMPI",Revisión legal y fiscal,"Podría organizar búsquedas y preguntas sobre disponibilidad de nombre, dominio e IMPI, sin concluir registrabilidad ni ausencia de conflictos.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/743
Dropshipping Manager,744,8.- Relación entre nombre y diseño de logotipo,Marca y propuesta de valor,Podría ayudar a revisar coherencia entre nombre e identidad visual para preparar un brief de marca consistente.,INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/744
Dropshipping Manager,745,9.- Contratación de diseñadores vs uso de herramientas,Servicios y especialización,"Podría orientar una comparación de alcance, costo y capacidad entre apoyo profesional y herramientas, sin contratar servicios automáticamente.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/128f0057-9f5f-4a23-87ba-d92bedc46936/745
